Time,Energy_Diff
2023-09-14 13:55:02,3.5700000000006185
2023-09-14 14:07:27,6.399999999999636
2023-09-14 14:23:38,3.4299999999993815
2023-09-14 14:41:21,4.1799999999993815
2023-09-14 15:20:24,1.7600000000002183
2023-09-14 18:06:52,1.8900000000003274
2023-09-15 07:23:57,5.550000000000182
2023-09-15 07:59:58,1.7000000000007276
2023-09-15 08:19:00,2.290000000000873
2023-09-15 08:39:58,2.459999999999127
2023-09-15 09:19:06,2.040000000000873
2023-09-15 09:31:00,2.050000000000182
2023-09-15 09:52:39,1.889999999999418
2023-09-15 09:55:59,1.7600000000002183
2023-09-15 10:00:08,1.7200000000002547
2023-09-15 10:05:03,2.2200000000002547
2023-09-15 10:09:57,2.5700000000006185
2023-09-15 10:25:03,3.709999999999127
2023-09-15 10:37:02,2.840000000001055
2023-09-15 10:42:57,2.660000000000764
2023-09-15 10:53:00,3.3099999999994907
2023-09-15 11:18:03,2.1899999999986903
2023-09-15 11:26:57,2.650000000001455
2023-09-15 11:30:57,1.8599999999996726
2023-09-15 11:45:01,2.2700000000004366
2023-09-15 11:58:59,2.2700000000004366
2023-09-15 12:07:06,3.429999999998472
2023-09-15 12:11:59,2.1100000000014916
2023-09-15 12:44:57,2.2899999999999636
2023-09-15 13:40:07,2.6099999999996726
2023-09-15 13:50:00,1.9000000000005457
2023-09-15 14:19:00,2.3099999999994907
2023-09-15 14:33:57,4.039999999999964
2023-09-15 14:56:57,2.569999999999709
2023-09-15 15:10:00,2.25
2023-09-15 15:18:57,3.889999999999418
2023-09-18 09:02:54,3.069999999999709
2023-09-18 10:58:18,2.819999999999709
2023-09-18 12:33:02,1.7399999999997817
2023-09-18 12:46:21,1.8500000000003638
2023-09-18 12:50:21,1.7100000000000364
2023-09-18 12:55:00,1.7299999999995634
2023-09-18 13:34:03,11.910000000001673
2023-09-18 13:39:19,1.8500000000003638
2023-09-18 15:03:39,2.6500000000005457
2023-09-18 15:15:18,1.7100000000000364
2023-09-19 08:36:52,2.1199999999989814
2023-09-19 09:12:49,1.8099999999985812
2023-09-20 09:13:58,4.360000000000582
2023-09-20 12:30:03,1.909999999998945
2023-09-20 12:37:13,2.399999999999636
2023-09-20 13:05:02,2.8299999999990177
2023-09-20 13:29:03,2.9499999999989086
2023-09-20 13:38:03,1.8799999999991996
2023-09-20 13:47:03,2.290000000000873
2023-09-20 14:05:05,4.009999999999309
2023-09-20 14:25:05,3.139999999999418
2023-09-20 15:03:05,1.8499999999994543
2023-09-20 18:18:12,1.9600000000009459
2023-09-21 14:32:37,1.9400000000005093
2023-09-22 08:46:14,1.9899999999997817
2023-09-25 14:40:26,2.0100000000020373
2023-09-25 15:16:26,1.7400000000016007
2023-09-25 15:32:26,2.6299999999991996
2023-09-25 17:25:26,22.290000000000873
2023-09-26 08:09:27,1.6699999999982538
2023-09-26 08:19:26,1.7899999999990541
2023-09-26 08:31:26,2.25
2023-09-26 08:39:26,1.8500000000003638
2023-09-26 09:04:28,4.069999999999709
2023-09-26 09:29:29,3.0
2023-09-26 10:08:26,1.9599999999991269
2023-09-26 10:26:26,1.6900000000023283
2023-09-26 10:38:32,1.6700000000000728
2023-09-26 10:56:28,4.019999999998618
2023-09-26 11:51:28,2.029999999998836
2023-09-26 12:38:26,1.680000000000291
2023-09-26 12:48:26,2.1599999999998545
2023-09-26 12:54:29,2.3099999999994907
2023-09-26 12:58:35,1.7999999999992724
2023-09-26 13:05:26,2.8299999999999272
2023-09-26 13:27:30,1.8999999999996362
2023-09-26 14:27:29,3.070000000001528
2023-09-26 14:33:28,2.2700000000004366
2023-09-26 14:37:28,1.9399999999986903
2023-09-26 14:50:28,2.2600000000002183
2023-09-26 14:55:29,1.9600000000009459
2023-09-26 14:59:29,1.6999999999970896
2023-09-26 15:21:30,1.9700000000011642
2023-09-26 15:29:28,2.0799999999999272
2023-09-26 15:49:28,3.3100000000013097
2023-09-26 16:58:29,1.819999999999709
2023-09-26 17:14:15,3.1899999999986903
2023-09-27 10:43:52,1.929999999998472
2023-09-27 10:55:07,1.8799999999991996
2023-09-27 11:55:10,1.6699999999982538
2023-09-28 08:14:22,1.7799999999988358
2023-09-28 08:40:22,1.9700000000011642
2023-09-28 10:43:25,1.820000000001528
2023-09-28 11:09:31,4.069999999999709
2023-09-28 12:11:35,2.429999999998472
2023-09-28 12:17:35,2.0899999999983265
2023-09-28 13:47:38,5.3700000000008
2023-09-28 13:55:35,2.0
2023-09-28 14:21:36,6.010000000002037
2023-09-28 14:26:37,2.1200000000026193
2023-09-28 14:54:35,2.3400000000001455
2023-09-28 15:58:42,1.6700000000000728
2023-09-29 09:46:36,2.7600000000020373
2023-09-29 10:41:35,4.119999999998981
2023-09-29 10:51:38,1.7200000000011642
2023-09-29 11:01:38,2.4199999999982538
2023-09-29 11:18:38,2.610000000000582
2023-09-29 11:32:35,2.0200000000022555
