Time,Energy_Diff
2023-09-01 08:37:51,5.8100000000004
2023-09-01 09:12:53,2.2999999999992724
2023-09-03 14:31:23,1.8200000000006185
2023-09-04 08:34:19,1.8599999999996726
2023-09-04 09:03:18,2.4399999999986903
2023-09-04 09:19:23,1.9199999999991633
2023-09-04 11:32:20,1.75
2023-09-05 13:15:13,1.699999999999818
2023-09-06 09:30:56,2.3300000000008367
2023-09-06 09:44:56,2.1400000000003274
2023-09-06 10:31:07,3.280000000000655
2023-09-06 11:10:05,1.9000000000005457
2023-09-06 11:14:11,1.730000000000473
2023-09-06 11:41:10,1.8500000000003638
2023-09-06 12:14:01,2.990000000000691
2023-09-06 12:32:01,2.280000000000655
2023-09-06 14:48:58,1.859999999998763
2023-09-06 15:28:02,1.8500000000003638
2023-09-06 16:27:58,1.860000000000582
2023-09-06 16:53:41,1.8900000000003274
2023-09-07 08:17:20,1.7999999999992724
2023-09-07 10:29:20,2.630000000000109
2023-09-08 08:19:50,2.319999999999709
2023-09-08 10:36:45,1.75
2023-09-08 11:16:45,4.259999999999309
2023-09-08 12:33:21,14.75
2023-09-08 13:24:06,23.790000000000873
2023-09-08 13:45:01,1.6700000000000728
2023-09-08 14:07:04,1.7700000000004366
2023-09-08 14:55:02,2.5499999999992724
2023-09-08 15:09:07,3.890000000001237
2023-09-08 15:14:05,1.9400000000005093
2023-09-09 03:50:37,13.710000000000036
2023-09-09 11:15:36,2.0999999999994543
2023-09-11 06:44:57,2.5499999999992724
2023-09-11 08:12:56,2.050000000000182
2023-09-11 08:24:00,2.5800000000008367
2023-09-11 08:44:00,4.200000000000728
2023-09-11 08:50:02,2.0399999999999636
2023-09-11 09:18:05,10.829999999999927
2023-09-11 09:24:18,2.6400000000003274
2023-09-11 12:49:37,3.1500000000005457
2023-09-11 13:05:11,3.979999999998654
2023-09-11 13:25:55,2.140000000001237
2023-09-11 13:33:55,1.8800000000010186
2023-09-11 13:37:11,2.039999999999054
2023-09-11 13:43:55,2.869999999999891
2023-09-11 13:49:55,1.9100000000016735
2023-09-11 13:53:57,2.099999999998545
2023-09-11 14:10:54,1.7299999999995634
2023-09-11 14:23:54,6.630000000001019
2023-09-11 14:30:38,2.639999999999418
2023-09-11 14:42:57,2.4499999999989086
2023-09-11 17:30:18,1.819999999999709
2023-09-11 17:37:04,1.7100000000009459
2023-09-11 23:55:51,1.699999999999818
2023-09-12 09:38:36,2.2399999999997817
2023-09-12 12:59:33,11.949999999999818
2023-09-12 13:17:40,2.5
2023-09-12 13:24:32,2.599999999998545
2023-09-12 13:34:32,3.6500000000005457
2023-09-12 13:42:35,2.899999999999636
2023-09-12 14:36:22,1.7600000000002183
2023-09-12 14:46:16,2.9899999999988722
2023-09-12 14:54:20,1.8400000000001455
2023-09-12 15:25:16,1.8599999999996726
2023-09-12 16:28:16,3.3499999999994543
2023-09-12 17:51:25,1.8499999999994543
2023-09-14 10:53:33,1.7299999999995634
2023-09-14 11:33:33,3.4799999999995634
2023-09-14 12:34:42,3.9899999999997817
2023-09-14 12:47:35,1.8700000000008004
2023-09-14 13:44:52,5.010000000001128
2023-09-14 13:47:35,2.039999999999054
